Timestamp,RTU11_SfSts,RTU11_SfVfd(%),RTU11_SpcTStairW(°F),RTU12_DmprStairE(%),RTU12_SpcTStairE(°F)
13-Dec-18 3:45:00 pm,,33.21,64.09,0.00,66.98
11-Feb-19 2:45:00 am,,32.34,57.91,0.00,60.54
08-Feb-19 9:20:00 pm,,30.80,56.55,0.00,63.48
11-May-19 11:20:00 pm,,34.27,70.46,0.00,74.30
01-Apr-19 8:55:00 pm,,34.40,68.26,0.00,69.43
11-Mar-19 5:25:00 am,,32.68,61.55,0.00,65.44
06-Dec-18 2:10:00 am,,34.03,61.58,0.00,63.99
06-Apr-19 2:00:00 pm,,34.13,69.91,0.00,69.64
02-Mar-19 6:40:01 am,,,,0.00,62.43
25-Dec-18 3:05:00 am,,35.40,58.74,0.00,61.21
06-Apr-19 5:25:00 pm,,33.41,70.87,0.00,70.18
25-Jan-19 3:30:00 am,,34.78,57.06,0.00,58.88
12-Jan-19 3:55:00 am,,33.69,61.79,,
26-Nov-18 10:20:00 pm,,35.69,61.83,0.00,63.39
29-Dec-18 7:50:00 pm,,36.08,59.79,0.00,60.55
11-Dec-18 9:30:00 pm,,34.19,61.64,0.00,65.06
10-Dec-18 9:15:00 am,,33.70,60.54,0.00,62.27
07-Feb-19 9:05:00 am,,35.59,62.96,0.00,65.23
24-Mar-19 2:00:01 pm,,78.32,71.83,0.00,73.86
23-Dec-18 7:45:00 am,,34.14,58.94,0.00,61.50
16-Mar-19 5:35:01 pm,,,,0.00,69.03
14-Jan-19 10:50:01 am,,,,0.00,65.31
28-Jan-19 8:05:00 pm,,34.44,57.81,0.00,62.08
05-Dec-18 12:50:00 am,,34.39,61.69,0.00,64.56
30-Nov-18 2:50:00 am,,33.38,61.80,0.00,64.20
12-Jan-19 8:40:01 am,,,,0.00,62.53
10-Mar-19 12:15:00 am,,33.88,64.33,0.00,64.92
01-Jan-19 4:25:01 pm,,,,0.00,62.63
03-Feb-19 9:35:00 pm,,34.05,62.92,0.00,63.24
03-Apr-19 1:15:01 pm,,37.98,72.21,4.87,71.83
04-Jan-19 5:10:00 pm,,33.22,68.37,,
28-Nov-18 11:30:00 pm,,34.99,62.20,0.00,64.24
22-Nov-18 7:30:00 pm,,35.19,62.01,0.00,65.19
17-Apr-19 10:35:00 pm,,34.81,69.13,0.00,69.99
21-Apr-19 10:05:00 pm,,32.12,71.21,0.00,75.66
25-Feb-19 10:20:00 am,,34.53,63.97,0.00,64.91
24-Nov-18 12:55:01 pm,,35.65,64.09,0.00,64.95
02-May-19 6:40:00 pm,,76.82,80.48,0.00,69.92
08-Jan-19 8:05:00 am,,36.59,63.52,0.00,65.68
04-May-19 5:20:00 am,,33.88,69.33,0.00,70.74
19-Apr-19 3:55:00 pm,,79.80,72.25,0.00,71.77
14-Jan-19 2:55:01 am,,,,0.00,61.97
27-Mar-19 6:10:00 pm,,46.65,71.76,18.68,71.59
21-Mar-19 4:15:01 am,,34.98,66.69,0.00,68.10
17-Apr-19 3:00:00 pm,,34.34,71.11,0.00,70.10
20-Mar-19 12:55:00 pm,,38.54,72.08,0.00,72.07
26-Nov-18 2:30:00 am,,32.03,60.25,0.00,60.51
30-Nov-18 2:50:00 pm,,35.37,64.75,0.00,67.03
12-Jan-19 8:40:01 pm,,,,0.00,62.23
21-Dec-18 3:35:00 pm,,34.79,64.37,0.00,66.60
14-Jan-19 2:55:01 pm,,35.64,64.25,0.00,65.99
04-Jan-19 8:35:00 am,,35.11,63.05,0.00,66.17
18-Apr-19 12:20:00 am,,32.91,69.04,0.00,69.69
10-May-19 10:50:00 am,,35.32,72.13,37.64,72.19
22-Dec-18 11:30:00 am,,33.59,61.17,0.00,62.71
01-Jan-19 7:25:00 am,,33.75,57.38,0.00,60.58
17-Nov-18 2:25:00 pm,,37.01,70.24,0.00,65.26
09-Feb-19 6:35:00 am,,34.28,55.53,0.00,59.20
03-Mar-19 7:05:01 pm,,,,0.00,63.29
10-Mar-19 8:10:00 pm,,35.39,65.40,0.00,65.49
29-Apr-19 9:05:00 am,,34.13,71.15,0.00,71.16
15-Dec-18 9:00:00 pm,,33.62,65.77,0.00,65.58
26-Nov-18 5:55:00 pm,,34.19,64.06,0.00,65.62
03-May-19 3:55:00 am,,35.05,69.13,0.00,69.21
16-Mar-19 5:10:00 pm,,37.87,71.41,0.00,69.36
21-Jan-19 12:45:00 pm,,32.59,57.66,0.00,61.04
30-Dec-18 3:40:00 am,,35.99,57.72,0.00,59.16
29-Jan-19 1:55:00 am,,32.07,56.17,0.00,60.78
03-Feb-19 9:35:00 am,,35.31,62.70,0.00,63.01
28-Apr-19 7:20:00 pm,,32.37,71.62,0.00,73.39
14-Mar-19 3:15:00 pm,,35.72,69.16,0.00,68.95
12-Mar-19 2:25:00 pm,,36.49,69.75,0.00,69.01
11-Dec-18 6:15:00 pm,,33.73,63.35,0.00,65.78
13-Dec-18 7:05:00 pm,,35.28,63.93,0.00,66.22
29-Mar-19 8:30:01 am,,35.79,68.30,0.00,69.74
24-Mar-19 8:25:00 am,,35.91,68.22,0.00,69.74
11-Apr-19 4:05:00 am,,35.27,66.24,0.00,66.98
09-Nov-18 7:05:00 am,,31.79,61.77,0.00,64.22
13-Nov-18 7:25:00 pm,,34.78,61.29,0.00,64.81
19-Mar-19 6:20:00 pm,,84.87,72.16,0.00,69.33
25-Nov-18 2:15:00 am,,34.99,62.23,0.00,63.16
07-Apr-19 2:55:01 am,,33.59,68.89,0.00,69.62
07-Jan-19 6:20:00 pm,,33.90,64.66,0.00,66.29
29-Dec-18 4:30:00 pm,,36.02,64.08,0.00,62.06
06-Apr-19 11:25:00 pm,,33.22,69.37,0.00,69.83
04-Mar-19 11:35:00 pm,,35.40,55.70,0.00,64.10
11-Dec-18 12:20:00 am,,34.60,59.25,0.00,62.55
27-Mar-19 10:35:00 am,,37.41,71.85,0.00,71.96
31-Mar-19 10:20:01 am,,35.18,64.63,0.00,70.67
08-Jan-19 4:40:00 am,,33.85,62.93,,
28-Dec-18 7:30:00 pm,,32.69,62.43,0.00,65.09
10-Jan-19 11:20:00 pm,,34.32,62.21,0.00,63.63
09-Mar-19 11:15:00 am,,36.02,68.99,0.00,66.54
17-Mar-19 2:10:00 pm,,36.45,68.29,0.00,66.25
15-Nov-18 12:20:00 am,,34.86,63.56,0.00,65.01
30-Jan-19 10:45:00 pm,,34.45,51.37,0.00,57.29
03-Dec-18 11:45:00 am,,34.08,63.86,0.00,65.72
17-Dec-18 3:15:00 pm,,44.54,72.05,0.00,68.75
19-Apr-19 5:00:00 am,,36.50,69.03,0.00,69.14
25-Apr-19 9:35:00 am,,42.44,72.37,0.00,70.94
14-Feb-19 3:55:00 pm,,33.80,69.91,0.00,68.04
16-Dec-18 6:00:00 pm,,35.78,66.68,0.00,65.94
10-Apr-19 2:20:00 pm,,34.74,68.04,0.00,68.94
19-Jan-19 9:25:01 am,,,,0.00,59.58
16-Dec-18 6:15:00 am,,35.58,62.53,0.00,64.12
13-Mar-19 7:25:00 am,,34.39,68.73,0.00,68.01
12-Feb-19 6:40:01 pm,,33.99,64.38,0.00,65.87
23-Mar-19 6:40:00 pm,,74.03,71.41,0.00,72.76
18-Jan-19 11:45:00 am,,34.38,62.43,0.00,64.25
29-Mar-19 3:40:00 pm,,66.15,72.06,0.00,69.79
09-Nov-18 3:40:00 am,,35.30,60.46,0.00,63.39
20-Apr-19 7:30:00 am,,33.23,70.48,0.00,72.25
18-Mar-19 7:30:01 pm,,35.50,67.91,0.00,69.77
13-Nov-18 2:55:00 pm,,40.11,67.33,0.00,66.96
01-Mar-19 1:20:00 pm,,35.94,64.62,0.00,65.73
19-Apr-19 11:55:00 am,,39.97,72.20,41.81,71.83
10-Feb-19 8:50:00 pm,,33.69,57.37,0.00,58.12
12-Feb-19 9:40:00 pm,,33.89,61.30,0.00,65.28
13-Jan-19 5:55:01 am,,,,0.00,61.53
06-May-19 9:30:00 am,,38.82,72.04,,
27-Dec-18 10:00:00 pm,,36.49,63.29,0.00,65.70
09-Nov-18 11:45:00 pm,,33.18,60.19,0.00,63.16
28-Dec-18 10:45:00 am,,33.16,64.34,0.00,65.73
21-Nov-18 2:45:00 am,,34.44,61.38,0.00,63.87
18-Apr-19 8:00:00 am,,34.78,69.78,0.00,70.14
12-Feb-19 3:00:00 pm,,33.61,68.37,0.00,66.88
20-Dec-18 10:20:00 pm,,34.93,64.85,0.00,66.09
08-Feb-19 6:05:00 pm,,31.56,60.19,0.00,64.99
11-Mar-19 11:30:00 pm,,33.72,65.36,,
22-Feb-19 3:45:00 am,,33.28,61.08,0.00,65.56
18-Mar-19 9:45:01 pm,,33.90,66.19,0.00,68.14
07-Jan-19 10:20:00 am,,37.42,65.54,0.00,66.32
02-Apr-19 4:15:01 pm,,49.21,71.67,0.00,70.23
12-Apr-19 12:05:00 am,,35.99,66.23,0.00,66.72
13-Nov-18 4:00:00 am,,34.10,58.19,0.00,60.63
06-May-19 2:50:00 am,,33.38,71.64,7.50,71.24
01-Mar-19 10:50:00 am,,35.76,62.37,0.00,65.37
01-Feb-19 5:25:00 pm,,36.18,63.72,0.00,64.56
02-Mar-19 3:05:00 am,,34.39,58.38,0.00,63.30
03-May-19 3:40:00 pm,,54.64,72.01,0.00,71.56
13-Feb-19 10:35:00 pm,,33.00,61.80,0.00,65.66
02-Apr-19 5:55:00 pm,,38.45,72.49,0.00,70.18
14-Apr-19 5:15:00 am,,32.99,64.55,0.00,66.00
26-Mar-19 5:55:00 am,,33.66,66.47,0.00,67.39
10-Nov-18 12:45:00 am,,34.72,59.91,0.00,62.77
24-Dec-18 4:45:00 pm,,33.50,60.49,0.00,63.35
07-Jan-19 12:55:01 pm,,38.14,66.36,0.00,67.00
14-Feb-19 5:00:00 am,,35.11,61.54,0.00,65.18
13-Jan-19 5:40:01 pm,,,,0.00,62.26
20-Mar-19 7:00:01 pm,,33.05,69.84,0.00,70.61
10-Dec-18 2:30:00 pm,,34.86,65.76,0.00,65.67
25-Feb-19 1:30:00 pm,,35.30,66.72,0.00,66.51
30-Nov-18 6:15:00 pm,,33.22,64.33,0.00,66.23
27-Apr-19 12:35:00 pm,,45.67,72.55,0.00,71.01
08-Jan-19 3:35:00 pm,,36.07,64.87,0.00,66.50
02-May-19 3:25:00 pm,,62.97,72.40,0.00,70.42
19-Dec-18 7:25:00 am,,36.44,65.63,0.00,67.36
03-Dec-18 12:05:01 pm,,32.64,63.82,0.00,65.81
10-Apr-19 10:50:00 am,,35.33,68.43,0.00,69.30
09-Feb-19 1:00:00 am,,33.51,55.46,0.00,61.68
05-Apr-19 8:25:00 pm,,32.74,70.08,0.00,69.85
10-Apr-19 5:45:00 am,,34.00,67.49,0.00,68.22
26-Apr-19 6:45:00 am,,35.70,71.33,0.00,71.68
02-Mar-19 11:35:00 am,,46.52,60.85,0.00,66.77
04-Feb-19 6:00:01 am,,,,0.00,65.45
13-Feb-19 8:00:00 am,,33.76,59.74,,
14-Feb-19 8:20:00 pm,,32.84,62.41,0.00,65.49
16-Feb-19 9:10:00 pm,,34.30,60.40,0.00,60.67
07-Mar-19 1:40:00 pm,,43.34,72.14,0.00,69.18
12-Apr-19 7:40:00 pm,,33.14,66.20,0.00,67.23
14-Apr-19 8:30:00 pm,,38.75,70.84,0.00,69.17
15-Apr-19 8:50:00 am,,36.98,67.91,0.00,71.13
31-Dec-18 11:45:00 am,,36.46,61.61,0.00,62.88
02-May-19 3:25:00 am,,34.89,69.02,0.00,68.92
27-Dec-18 7:00:00 pm,,33.79,64.40,0.00,66.36
06-Dec-18 5:30:00 pm,,33.49,63.41,0.00,65.86
15-Mar-19 6:50:00 pm,,33.60,69.84,0.00,69.91
14-Nov-18 1:00:00 pm,,53.84,70.13,0.00,67.58
10-Apr-19 10:50:00 pm,,35.41,66.63,0.00,67.58
12-Jan-19 5:00:00 pm,,33.78,61.91,0.00,62.49
20-Mar-19 11:00:01 pm,,33.62,68.32,0.00,69.56
26-Nov-18 4:00:01 am,,,,0.00,60.05
06-Feb-19 10:35:00 am,,35.00,64.89,0.00,65.29
07-May-19 3:10:00 am,,33.41,70.25,0.00,71.09
11-Jan-19 8:10:01 pm,,,,0.00,66.05
10-Feb-19 5:30:00 am,,32.52,,,
29-Dec-18 4:45:00 am,,32.18,59.95,0.00,62.26
27-Feb-19 6:50:00 pm,,32.30,62.36,0.00,66.35
01-Dec-18 2:25:00 pm,,35.52,62.55,0.00,64.07
29-Apr-19 5:40:00 am,,34.10,70.20,0.00,70.85
07-May-19 6:30:00 am,,33.09,70.44,0.00,71.64
04-Feb-19 6:35:00 pm,,35.55,61.39,0.00,65.10
24-Mar-19 3:55:00 pm,,62.40,71.59,0.00,73.39
13-Apr-19 8:15:00 am,,32.70,64.13,0.00,65.84
25-Nov-18 7:00:01 pm,,,,0.00,62.22
01-Mar-19 1:20:00 am,,33.28,59.20,0.00,64.60
30-Mar-19 2:50:00 am,,34.79,68.16,0.00,68.21
05-Dec-18 11:45:00 am,,35.09,64.44,0.00,66.56
07-Feb-19 9:05:00 pm,,35.45,60.58,0.00,64.69
20-Feb-19 6:30:01 am,,34.63,64.25,0.00,65.95
31-Jan-19 7:50:00 pm,,33.23,55.12,0.00,59.23
08-Dec-18 7:30:00 am,,33.61,59.42,0.00,61.99
02-Mar-19 8:20:00 pm,,32.96,56.13,0.00,62.25
17-Feb-19 6:10:00 am,,34.00,58.75,0.00,59.38
01-Apr-19 12:50:00 pm,,33.89,72.18,0.00,70.81
17-Dec-18 10:00:02 pm,,,,0.00,66.34
04-Jan-19 2:10:01 pm,,37.72,72.35,0.00,69.08
27-Mar-19 10:35:00 pm,,35.79,69.55,0.00,70.61
16-Feb-19 12:20:00 pm,,34.09,63.05,0.00,61.84
08-Feb-19 1:35:00 pm,,39.82,65.24,0.00,66.45
17-Feb-19 5:05:00 pm,,35.79,62.53,0.00,61.05
05-Mar-19 10:05:00 am,,45.99,59.03,0.00,67.30
27-Nov-18 4:15:00 am,,35.25,60.28,0.00,61.48
30-Jan-19 10:45:00 am,,34.05,52.63,0.00,56.61
11-Nov-18 2:05:00 pm,,33.33,58.69,0.00,59.51
11-Mar-19 5:25:00 pm,,61.82,72.08,0.00,68.84
25-Dec-18 9:45:00 am,,34.40,59.72,0.00,62.98
16-Mar-19 8:35:00 pm,,33.48,66.62,,
13-Dec-18 3:45:00 am,,34.55,61.90,0.00,63.97
03-Apr-19 1:15:01 am,,34.00,66.64,0.00,67.80
17-Apr-19 10:35:00 am,,36.76,71.24,0.00,70.45
16-Apr-19 7:10:00 am,,34.69,68.51,0.00,70.03
23-Dec-18 7:45:00 pm,,34.58,59.09,0.00,61.29
28-Nov-18 7:50:00 am,,33.53,61.50,0.00,63.72
03-Dec-18 11:45:00 pm,,32.21,61.36,0.00,64.23
01-Dec-18 10:35:00 am,,33.51,62.91,0.00,64.24
03-Dec-18 7:45:00 am,,35.54,61.91,0.00,63.89
08-Jan-19 8:05:00 pm,,34.96,62.18,0.00,64.70
03-Dec-18 4:25:00 am,,32.96,59.98,0.00,61.65
10-Dec-18 9:15:00 pm,,34.85,59.61,0.00,63.79
26-Nov-18 10:20:00 am,,34.70,63.30,0.00,64.01
12-Nov-18 5:40:00 pm,,33.70,62.31,0.00,64.70
01-Jan-19 7:25:00 pm,,34.49,57.28,0.00,61.55
16-Dec-18 1:30:00 pm,,53.71,71.42,0.00,66.70
18-Apr-19 11:35:01 am,,,,0.00,70.40
21-Mar-19 4:15:01 pm,,45.90,71.98,0.00,70.61
20-Dec-18 6:20:00 pm,,33.74,65.74,0.00,67.38
02-May-19 6:40:00 am,,34.67,69.10,0.00,69.24
12-Mar-19 12:15:00 am,,34.78,65.11,,
21-Apr-19 10:05:00 am,,77.45,72.48,0.00,77.60
24-Feb-19 5:40:00 am,,34.59,61.71,0.00,61.74
25-Nov-18 8:55:00 am,,34.27,61.70,0.00,63.18
13-Feb-19 6:40:00 pm,,34.99,63.65,0.00,66.36
27-Feb-19 11:30:00 pm,,33.20,60.31,0.00,64.90
21-Jan-19 4:25:01 pm,,34.77,58.35,0.00,61.69
07-Feb-19 6:05:01 am,,34.12,62.48,0.00,65.17
21-Jan-19 10:30:00 am,,33.57,57.25,0.00,60.64
23-Apr-19 4:15:00 am,,32.70,68.71,0.00,69.17
17-Mar-19 2:25:00 am,,34.35,62.82,0.00,65.41
11-May-19 11:35:00 am,,82.39,72.31,,
24-Nov-18 2:00:01 pm,,34.66,64.09,0.00,64.87
06-Dec-18 2:10:00 pm,,35.34,67.05,0.00,67.32
19-Apr-19 8:20:00 pm,,69.28,71.28,0.00,70.39
06-Apr-19 2:00:00 am,,35.30,68.85,0.00,68.92
24-Nov-18 5:00:00 am,,36.29,63.27,0.00,65.36
21-Feb-19 6:45:00 am,,34.34,60.81,0.00,65.29
04-Apr-19 1:25:00 am,,32.20,68.36,0.00,69.15
28-Jan-19 8:05:00 am,,33.58,56.58,0.00,61.09
25-Jan-19 3:30:00 pm,,32.55,65.38,0.00,64.39
04-Feb-19 9:50:00 pm,,32.21,59.40,0.00,64.28
29-Mar-19 8:30:01 pm,,34.02,69.98,0.00,69.99
03-May-19 3:55:00 pm,,58.11,72.19,0.00,71.63
24-Mar-19 3:40:00 pm,,69.69,71.87,0.00,73.47
11-Dec-18 12:20:00 pm,,36.98,65.56,0.00,66.60
04-Feb-19 4:30:00 am,,35.68,63.76,,
07-Jan-19 9:45:00 pm,,33.78,63.74,0.00,66.17
27-Mar-19 6:10:00 am,,33.65,68.77,0.00,69.39
31-Mar-19 10:55:00 pm,,34.83,64.12,0.00,67.54
27-Jan-19 8:50:00 am,,32.19,52.75,0.00,59.49
09-Mar-19 9:00:00 pm,,34.93,64.92,0.00,65.48
29-Nov-18 8:25:00 am,,33.92,62.18,0.00,64.82
14-Nov-18 10:35:00 pm,,37.01,63.80,0.00,65.52
13-Nov-18 7:25:00 am,,33.56,57.98,0.00,62.13
29-Nov-18 3:40:00 pm,,37.27,64.13,0.00,66.51
30-Dec-18 3:40:00 pm,,35.71,60.68,0.00,59.35
21-Jan-19 12:45:00 am,,33.33,52.79,0.00,61.46
23-Apr-19 4:15:00 pm,,53.29,71.86,0.00,71.33
18-Apr-19 11:35:01 pm,,33.67,70.31,,
10-Nov-18 6:15:00 am,,33.77,58.47,0.00,61.03
19-Apr-19 5:00:00 pm,,80.50,73.29,0.00,71.46
11-Jan-19 6:40:00 pm,,34.48,65.13,,
26-Nov-18 2:30:00 pm,,41.08,68.97,0.00,66.94
26-Feb-19 9:50:00 am,,33.75,61.90,0.00,64.50
07-Jan-19 12:55:01 am,,,,0.00,63.32
14-Apr-19 5:15:00 pm,,90.02,72.35,0.00,69.63
11-Apr-19 4:05:00 pm,,34.26,67.32,0.00,67.12
17-Dec-18 3:15:00 am,,35.55,63.20,0.00,63.83
22-Jan-19 5:45:00 am,,33.41,58.08,0.00,59.01
05-Mar-19 10:55:00 pm,,34.50,58.83,0.00,64.80
05-Apr-19 8:10:00 pm,,33.60,70.26,0.00,69.99
14-May-19 8:00:00 pm,,92.16,73.54,5.20,72.04
26-Nov-18 5:55:00 am,,34.28,60.38,0.00,60.81
16-Apr-19 7:10:00 pm,,70.65,71.35,0.00,71.34
14-May-19 4:55:00 am,,32.28,71.50,0.00,71.73
10-Feb-19 8:50:00 am,,31.70,56.25,0.00,57.51
28-Apr-19 7:20:00 am,,35.90,69.24,0.00,70.13
04-Jan-19 8:35:00 pm,,34.16,65.92,0.00,67.58
16-Nov-18 5:10:00 pm,,34.04,65.15,0.00,67.24
10-Jan-19 11:20:00 am,,35.02,66.11,0.00,65.42
14-Dec-18 2:00:00 am,,35.29,62.28,0.00,64.88
27-Dec-18 10:00:00 am,,36.37,64.41,0.00,66.39
25-Dec-18 9:45:00 pm,,35.90,59.96,0.00,63.40
08-Nov-18 8:45:00 pm,,34.90,61.91,0.00,65.46
02-Apr-19 3:50:00 am,,35.61,66.24,0.00,67.68
25-Nov-18 2:15:00 pm,,33.68,65.39,0.00,63.55
14-Nov-18 3:15:00 pm,,41.76,71.71,0.00,68.20
09-Nov-18 7:05:00 pm,,31.89,62.96,0.00,65.35
27-Apr-19 12:20:00 pm,,40.40,72.20,0.00,70.89
01-Mar-19 10:50:00 pm,,33.89,60.79,0.00,64.93
06-Apr-19 11:25:00 am,,33.94,69.33,0.00,69.18
07-Dec-18 2:30:00 pm,,40.25,68.08,0.00,67.34
25-Nov-18 7:00:01 am,,,,0.00,62.32
04-Mar-19 3:55:00 am,,33.13,50.74,0.00,62.13
13-Feb-19 10:35:00 am,,44.10,66.85,0.00,66.77
17-Feb-19 6:10:00 pm,,33.28,61.57,0.00,60.67
18-Jan-19 2:25:01 am,,31.78,60.67,0.00,62.52
30-Mar-19 2:50:00 pm,,86.44,71.88,0.00,70.57
09-Jan-19 10:20:00 pm,,34.75,61.50,0.00,63.51
24-Apr-19 1:15:00 pm,,59.11,72.34,5.71,71.62
14-Feb-19 5:00:00 pm,,35.38,68.70,0.00,67.07
15-Apr-19 5:30:00 pm,,35.60,71.97,0.00,70.63
15-May-19 1:55:00 am,,100.00,73.40,100.00,73.91
09-Feb-19 9:40:00 pm,,33.61,56.55,0.00,58.55
05-Feb-19 1:30:00 am,,35.11,59.24,0.00,63.60
28-Mar-19 3:10:00 pm,,41.82,72.06,0.00,70.62
06-May-19 2:50:00 pm,,60.82,72.20,0.85,71.72
14-May-19 2:40:00 am,,32.41,72.05,0.00,71.97
10-Nov-18 12:45:00 pm,,34.23,60.55,0.00,61.85
08-Apr-19 12:35:00 pm,,55.33,72.50,14.44,71.48
25-Apr-19 12:35:00 am,,58.38,71.92,56.58,72.76
09-Apr-19 4:30:00 am,,34.20,69.31,0.00,70.26
03-May-19 3:40:00 am,,34.56,69.20,0.00,69.36
04-Jan-19 10:10:01 am,,,,0.00,67.69
29-Apr-19 5:40:00 pm,,72.03,72.66,0.00,70.52
20-Mar-19 7:00:01 am,,34.24,66.35,0.00,67.67
23-Mar-19 6:40:00 am,,32.77,66.72,0.00,67.66
11-May-19 3:45:00 am,,34.75,70.22,0.00,70.63
10-Nov-18 1:30:00 pm,,33.85,60.49,0.00,61.76
13-Mar-19 7:25:00 pm,,34.28,68.37,0.00,68.51
12-Feb-19 9:40:00 am,,34.62,65.70,0.00,65.49
05-May-19 1:10:00 pm,,66.88,72.29,0.00,77.80
08-Jan-19 3:35:00 am,,35.20,63.27,0.00,65.31
07-Nov-18 10:35:00 pm,,33.30,62.82,0.00,65.33
10-May-19 10:50:00 pm,,33.31,71.11,0.00,71.10
18-Apr-19 8:00:00 pm,,57.21,70.78,0.00,69.29
22-Dec-18 11:30:00 pm,,36.50,60.92,0.00,62.61
10-Mar-19 8:10:00 am,,35.23,61.94,0.00,63.57
25-Nov-18 1:00:03 am,,,,0.00,63.43
10-Dec-18 2:30:00 am,,35.30,56.78,0.00,58.79
16-Dec-18 10:50:00 am,,39.71,65.14,0.00,67.02
26-Mar-19 5:55:00 pm,,42.06,72.17,0.00,70.35
20-Apr-19 4:10:00 am,,32.48,70.68,0.00,70.89
15-Jan-19 9:55:01 pm,,,,0.00,65.15
08-Mar-19 3:25:00 am,,34.35,63.23,0.00,65.67
21-Nov-18 2:45:00 pm,,34.51,66.04,0.00,66.75
09-Mar-19 3:40:00 am,,35.20,64.12,0.00,65.34
12-Dec-18 1:10:00 am,,35.22,61.75,0.00,64.03
30-Mar-19 9:20:00 pm,,32.32,68.26,0.00,68.02
23-Nov-18 4:45:00 am,,35.80,61.89,,
20-Dec-18 10:20:00 am,,36.11,66.04,0.00,67.76
20-Mar-19 12:55:00 am,,32.19,67.23,0.00,68.75
22-Feb-19 3:45:00 pm,,35.59,71.12,,
02-Apr-19 4:15:01 am,,33.60,66.06,0.00,67.55
02-Feb-19 1:15:00 pm,,52.52,67.46,0.00,63.51
24-Apr-19 7:50:00 am,,34.83,72.32,0.00,71.94
14-Feb-19 12:20:00 pm,,36.55,69.31,0.00,68.35
25-Feb-19 6:15:00 am,,34.68,58.48,0.00,62.55
25-Nov-18 2:00:00 am,,32.99,62.24,0.00,63.28
03-Feb-19 9:20:00 pm,,34.53,63.05,0.00,63.21
05-May-19 1:10:00 am,,34.98,71.93,0.00,75.32
11-May-19 2:25:00 am,,33.28,70.57,0.00,70.87
09-Mar-19 3:40:00 pm,,35.28,66.93,0.00,66.51
15-Mar-19 6:50:00 am,,34.28,65.98,0.00,66.55
23-Feb-19 11:15:00 pm,,35.73,62.33,0.00,63.13
06-Feb-19 11:40:00 am,,35.98,65.58,0.00,65.74
05-May-19 10:15:07 am,,,,0.00,76.12
30-Nov-18 9:20:00 pm,,35.30,62.94,0.00,65.93
13-Feb-19 8:00:00 pm,,34.20,62.15,0.00,66.06
11-May-19 11:35:00 pm,,33.41,70.42,0.00,74.14
02-Mar-19 11:35:00 pm,,32.89,55.15,0.00,60.90
08-Nov-18 12:25:00 am,,34.81,62.87,0.00,64.88
30-Dec-18 3:55:00 am,,32.42,57.69,0.00,59.16
24-Mar-19 7:05:00 pm,,35.48,69.85,0.00,72.19
06-Mar-19 6:45:00 am,,33.49,58.05,0.00,64.11
31-Jan-19 9:10:00 pm,,32.57,54.71,0.00,58.95
13-Dec-18 1:40:00 am,,32.68,62.48,0.00,64.48
10-May-19 12:55:00 pm,,34.63,72.05,20.62,71.45
07-Feb-19 4:20:00 pm,,33.36,64.59,0.00,65.71
01-May-19 6:10:00 am,,34.50,68.85,0.00,69.18
08-Dec-18 7:30:00 pm,,35.89,60.00,0.00,61.34
24-Feb-19 6:35:00 pm,,34.82,60.35,0.00,61.54
04-Feb-19 9:00:00 am,,33.88,64.02,0.00,65.87
02-Mar-19 8:20:00 am,,33.39,57.35,0.00,63.96
20-Jan-19 7:10:01 pm,,34.83,54.22,0.00,61.82
01-Mar-19 6:05:00 am,,32.40,58.45,0.00,64.06
22-Jan-19 1:25:01 pm,,36.60,62.18,0.00,64.61
19-Mar-19 7:40:00 am,,33.46,65.43,0.00,67.08
13-Jan-19 8:55:00 am,,35.21,60.62,,
13-Apr-19 3:30:00 am,,34.59,62.63,0.00,65.61
17-Nov-18 2:10:00 pm,,36.60,70.03,0.00,65.26
27-Jan-19 7:30:00 am,,33.35,51.96,0.00,58.25
14-Apr-19 11:10:00 am,,37.76,67.87,0.00,69.09
15-Feb-19 2:15:00 pm,,37.40,71.50,,
02-Mar-19 9:40:00 pm,,32.93,55.57,0.00,61.64
15-Apr-19 5:45:00 pm,,36.27,71.95,0.00,70.55
22-Mar-19 10:40:00 am,,37.60,69.56,6.95,72.74
29-Jan-19 12:10:00 am,,33.25,55.92,0.00,61.27
21-Nov-18 2:30:00 pm,,33.99,65.54,0.00,66.52
11-Jan-19 8:10:01 am,,35.00,61.99,0.00,63.89
14-Feb-19 5:15:00 am,,35.59,61.71,0.00,65.24
08-Feb-19 10:20:00 pm,,32.79,56.64,0.00,63.37
22-Jan-19 2:20:00 pm,,35.90,62.30,0.00,64.55
21-Mar-19 3:50:00 am,,34.49,66.81,0.00,68.22
11-Jan-19 12:10:01 pm,,53.22,68.89,0.00,67.59
03-Dec-18 10:20:00 pm,,34.79,61.44,0.00,64.68
03-May-19 8:25:00 pm,,34.32,71.42,0.00,71.88
16-Nov-18 6:30:00 am,,32.69,64.26,0.00,66.18
12-Jan-19 3:40:00 pm,,33.84,62.24,,
17-Mar-19 2:25:00 pm,,37.78,68.83,0.00,66.19
08-Nov-18 8:45:00 am,,34.98,62.58,0.00,65.24
24-Mar-19 10:40:00 pm,,32.16,67.59,0.00,70.49
19-Mar-19 6:45:01 am,,33.39,65.54,0.00,66.87
26-Feb-19 3:15:00 pm,,34.24,66.07,0.00,66.74
29-Dec-18 4:45:00 pm,,34.99,63.55,0.00,61.87
